UNIPROT	GI
Q6DC41	57525991
Q6DC41	68439191
Q6DC43	57525927
Q6DC44	57525923
Q6DC45	84619512
Q6DC46	57525937
Q6DC49	54261795
Q6DC50	57525882
Q6DC52	57525856
Q6DC53	57525867
Q6DC54	57525861
Q6DC57	57525810
Q6DC58	57525744
Q6DC61	57525722
Q6DC62	57525731
Q6DC64	57525677
Q6DC65	57525681
Q6DC66	54261799
Q6DC67	68416401
Q6DC68	57525652
Q6DC69	57525601
Q6DC70	57617215
Q6DC71	57863776
Q6DC73	51011119
Q6DC74	68441069
Q6DC75	57525824
Q6DC75	68391997
Q6DC77	57525819
Q6DC78	57525796
Q6DC79	57768855
Q6DC82	54261801
Q6DC83	57525607
Q6DC84	57525610
Q6DC89	57525950
Q6DC92	57528846
Q6DEF3	51010991
Q6DEF5	51011013
Q6DEF6	51011009
Q6DEF8	51011021
Q6DEF9	51011015
Q6DEG0	51011109
Q6DEG2	51011107
Q6DEG5	57525846
Q6DEG6	62955185
Q6DEG8	57525690
Q6DEH0	57525699
Q6DEH2	57525713
Q6DEH3	51783975
Q6DEH4	57525704
Q6DEH5	57525620
Q6DEH6	68438163
Q6DEH8	57768834
Q6DEH9	57768821
Q6DEI0	57526005
Q6DEI1	57768826
Q6DEI3	57525563
Q6DEI3	68355446
Q6DEI4	57526015
Q6DEI6	57525964
Q6DEI7	53749662
Q6DEJ0	57525915
Q6DEJ1	68403904
Q6DEJ2	57525872
Q6DEJ3	57525836
Q6DEJ4	57525828
Q6DEJ5	57525832
Q6DEJ7	57525783
Q6DEJ9	57525735
Q6DEK0	57525667
Q6DEK3	57525591
Q6DEK4	57768887
Q6DEK5	57525586
Q6DEK7	57526000
Q6DEK8	57525941
Q6DEL5	57525877
Q6DEM0	57525672
Q6DEM2	68380112
Q6DEM3	57525615
Q6DEM4	57863778
Q6DEM6	68433634
Q6DEN0	51011123
Q6DFZ6	50540356
Q6DFZ8	51011055
Q6DFZ9	50539840
Q6DG01	50540396
Q6DG02	50540400
Q6DG03	50540398
Q6DG04	50540376
Q6DG07	50540384
Q6DG10	37620187
Q6DG11	50540414
Q6DG12	50540418
Q6DG13	50344729
Q6DG15	76253728
Q6DG17	50540442
Q6DG18	50540444
Q6DG19	50540496
Q6DG19	68402849
Q6DG21	50540454
Q6DG23	50540358
Q6DG25	50540364
Q6DG26	51592149
Q6DG27	50540362
Q6DG28	50540368
Q6DG29	50540370
Q6DG32	50540402
Q6DG33	41054449
Q6DG34	50540404
Q6DG35	50540408
Q6DG37	50539728
Q6DG39	53292607
Q6DG41	50540504
Q6DG44	51011085
Q6DG45	55925444
Q6DG46	50540452
Q6DG54	51011067
Q6DG55	77404257
Q6DG56	50539850
Q6DG57	50540390
Q6DG58	50540378
Q6DG59	50540380
Q6DG60	50539720
Q6DG66	50539844
Q6DG67	50540366
Q6DG68	51011079
Q6DG70	50540394
Q6DG71	50540382
Q6DG72	50540416
Q6DG77	50539708
Q6DG78	50539718
Q6DG79	51010999
Q6DG81	50539712
Q6DG83	50540420
Q6DG84	50539734
Q6DG85	50539724
Q6DG86	50539730
Q6DG89	50540446
Q6DG90	51011039
Q6DG91	50540498
Q6DG93	18858727
Q6DG96	51011103
Q6DG97	50539714
Q6DG98	50539716
Q6DGA0	50540440
Q6DGA3	50540458
Q6DGA4	50540448
Q6DGA7	50540406
Q6DGA8	50540410
Q6DGA9	57526531
Q6DGB0	57526518
Q6DGB2	57526522
Q6DGB2	68356012
Q6DGB3	57526504
Q6DGB5	57525954
Q6DGB6	57526483
Q6DGB7	57526488
Q6DGC0	51011125
Q6DGC4	57526562
Q6DGC5	68428490
Q6DGC6	57526577
Q6DGC8	57526567
Q6DGC8	68440805
Q6DGC9	57526553
Q6DGD0	57526558
Q6DGD3	57525753
Q6DGD7	57526549
Q6DGD8	57526540
Q6DGD9	57526527
Q6DGE0	57526536
Q6DGE1	57526513
Q6DGE2	57526509
Q6DGE4	57526500
Q6DGE5	57526492
Q6DGE6	50355966
Q6DGE8	50540534
Q6DGH0	50540110
Q6DGH1	50540120
Q6DGH3	50540124
Q6DGH7	50540128
Q6DGH8	50540122
Q6DGI0	50540132
Q6DGI1	50540126
Q6DGI5	50539980
Q6DGI6	50539990
Q6DGI6	68363140
Q6DGI7	50539984
Q6DGJ0	50539988
Q6DGJ1	51010943
Q6DGJ1	68358122
Q6DGJ1	68358128
Q6DGJ4	50539992
Q6DGJ5	50540002
Q6DGJ6	50539996
Q6DGJ8	50540000
Q6DGJ9	50540010
Q6DGK0	50540004
Q6DGK1	50540014
Q6DGK2	50540008
Q6DGK4	51010953
Q6DGK6	50540012
Q6DGK7	50540022
Q6DGK9	50540028
Q6DGL0	51010947
Q6DGL3	50540032
Q6DGL4	51010951
Q6DGL5	50540026
Q6DGL7	50540030
Q6DGL8	50540040
Q6DGL9	50540034
Q6DGM0	50540044
Q6DGM2	50540048
Q6DGM4	50540042
Q6DGM5	50540052
Q6DGM6	50540046
Q6DGM9	51010955
Q6DGM9	68430967
Q6DGN0	50540050
Q6DGN1	50540060
Q6DGN6	68432515
Q6DGN7	50540064
Q6DGN8	50540058
Q6DGN9	50540068
Q6DGP0	50540062
Q6DGP1	50540072
Q6DGP3	50540066
Q6DGP6	50540080
Q6DGP7	50540074
Q6DGQ2	50540092
Q6DGQ4	50540086
Q6DGQ6	50540090
Q6DGQ7	50540100
Q6DGQ8	50540094
Q6DGQ9	50540104
Q6DGR0	50540098
Q6DGR1	50540108
Q6DGR2	50540102
Q6DGR4	50540106
Q6DGR5	50540116
Q6DGR7	50540134
Q6DGR8	50540144
Q6DGR9	50540138
Q6DGS2	50540148
Q6DGS3	50540150
Q6DGS4	50540152
Q6DGS5	50540154
Q6DGS6	50540156
Q6DGS7	50540158
Q6DGT1	50540162
Q6DGT2	50540164
Q6DGT4	57770537
Q6DGT5	34098954
Q6DGT6	50540166
Q6DGT7	50540168
Q6DGT9	51010931
Q6DGU0	50540172
Q6DGU1	50540174
Q6DGU2	50540176
Q6DGU3	50540178
Q6DGU4	50540180
Q6DGU5	50540182
Q6DGU6	51010941
Q6DGU9	50540186
Q6DGV0	50540188
Q6DGV1	50540190
Q6DGV2	50540192
Q6DGV3	50540194
Q6DGV4	50540196
Q6DGV5	50540198
Q6DGV8	50540202
Q6DGV9	50540204
Q6DGW2	50540208
Q6DGW5	50540212
Q6DGW6	49227325
Q6DGW7	50540214
Q6DGW9	50540216
Q6DGW9	68436737
Q6DGX3	50540222
Q6DGX5	50540226
Q6DGX6	77404236
Q6DGX8	51010945
Q6DGY0	50540230
Q6DGY1	50540232
Q6DGY3	50540236
Q6DGY4	50540238
Q6DGY5	50540240
Q6DGY6	50540242
Q6DGY7	51010939
Q6DGY8	50540244
Q6DGY9	50540246
Q6DGZ0	50539854
Q6DGZ1	50539848
Q6DGZ2	50539858
Q6DGZ3	51010949
Q6DGZ5	50539862
Q6DGZ6	68405065
Q6DGZ8	56118482
Q6DGZ9	50539866
Q6DH01	51010959
Q6DH05	50539874
Q6DH07	50539878
Q6DH08	50539872
Q6DH12	50539876
Q6DH13	50539886
Q6DH14	50539880
Q6DH16	50539890
Q6DH17	50539884
Q6DH19	50539888
Q6DH22	66773070
Q6DH25	50539892
Q6DH26	50539902
Q6DH28	51010969
Q6DH29	50539896
Q6DH30	50539906
Q6DH32	50539900
Q6DH33	50539910
Q6DH34	50539904
Q6DH35	50539914
Q6DH36	50539908
Q6DH37	50539918
Q6DH41	51010963
Q6DH42	50539922
Q6DH43	50539916
Q6DH46	50539920
Q6DH47	50539930
Q6DH48	50539924
Q6DH49	50539934
Q6DH50	50539928
Q6DH51	50539938
Q6DH51	68365468
Q6DH57	50539936
Q6DH58	50539946
Q6DH60	50539950
Q6DH61	50539944
Q6DH63	50540462
Q6DH64	50540456
Q6DH66	50540460
Q6DH67	50540472
Q6DH68	57770531
Q6DH69	50540464
Q6DH71	50540476
Q6DH76	45120094
Q6DH77	50540474
Q6DH78	50540484
Q6DH80	50540478
Q6DH81	51010919
Q6DH82	50540486
Q6DH83	50540482
Q6DH84	50540488
Q6DH85	50355972
Q6DH86	50540490
Q6DH87	50540492
Q6DH88	50540494
Q6DH89	51242139
Q6DH90	50540516
Q6DH91	50540518
Q6DH92	50540520
Q6DH93	50540522
Q6DH96	50540528
Q6DH99	50540532
Q6DH99	68365184
Q6DHA0	50540530
Q6DHA4	57770444
Q6DHB1	51010967
Q6DHB6	51010971
Q6DHB8	51010981
Q6DHB9	50539786
Q6DHC2	47086665
Q6DHC3	50539780
Q6DHC4	50355937
Q6DHC5	50539790
Q6DHC8	50539788
Q6DHD5	50539806
Q6DHD6	50539814
Q6DHE0	50539830
Q6DHE5	50539828
Q6DHE6	50539832
Q6DHE7	50539948
Q6DHE8	50539958
Q6DHE8	68365240
Q6DHE9	50539952
Q6DHF0	50539962
Q6DHF1	50539956
Q6DHF2	50539966
Q6DHF2	68364030
Q6DHF3	50539960
Q6DHF5	50539964
Q6DHF6	50539974
Q6DHF7	50539968
Q6DHF9	57770516
Q6DHG0	50539972
Q6DHG1	50539982
Q6DHG2	50539976
Q6DHG4	50539986
Q6DHG7	56118730
Q6DHG8	50540250
Q6DHG9	50540252
Q6DHH3	50540256
Q6DHH4	50540258
Q6DHH6	50540260
Q6DHH9	50540266
Q6DHI0	50540268
Q6DHI1	50540270
Q6DHI2	50540272
Q6DHI4	50540274
Q6DHI5	50540276
Q6DHI6	50540278
Q6DHI7	50540280
Q6DHI8	50540282
Q6DHI9	50540284
Q6DHJ0	50540286
Q6DHJ0	68357580
Q6DHJ1	50540288
Q6DHJ2	51010929
Q6DHJ3	50540290
Q6DHJ4	50540294
Q6DHJ8	50540300
Q6DHK4	50540308
Q6DHK5	50540310
Q6DHK6	55925456
Q6DHK7	50540312
Q6DHK8	51010923
Q6DHK9	50540314
Q6DHL0	50540316
Q6DHL1	50540318
Q6DHL2	51010933
Q6DHL3	50540320
Q6DHL4	51010927
Q6DHL6	51226284
Q6DHL7	50540324
Q6DHL9	42415515
Q6DHM0	50540328
Q6DHM1	50540330
Q6DHM2	50540332
Q6DHM3	50540334
Q6DHM4	50540336
Q6DHM5	50540338
Q6DHM7	50540340
Q6DHM8	54020674
Q6DHM9	56118288
Q6DHN0	50540342
Q6DHN1	50540344
Q6DHN2	50540346
Q6DHN4	50540350
Q6DHN6	50540352
Q6DHN7	50539732
Q6DHP0	50539746
Q6DHP0	68366010
Q6DHP1	50539740
Q6DHP2	51010937
Q6DHP3	51010973
Q6DHP5	50355935
Q6DHP6	50539744
Q6DHP7	50539754
Q6DHP8	50539748
Q6DHQ0	57770495
Q6DHQ1	50539752
Q6DHQ2	58801260
Q6DHQ3	50539762
Q6DHQ4	50539756
Q6DHQ6	50539766
Q6DHQ7	50539760
Q6DHQ8	55926105
Q6DHQ9	50539770
Q6DHR2	50539774
Q6DHR3	41054163
Q6DHR6	50539778
Q6DHR7	51226293
Q6DHR9	50539782
Q6DHS0	50539776
Q6DHS1	47086797
Q6DHS2	50344731
Q6DHS3	51010975
Q6DHS4	51010985
Q6DHS7	50539792
Q6DHS9	50539802
Q6DHT0	50539796
Q6DHT1	50539800
Q6DHT2	50539810
Q6DHT3	50539804
Q6DHT4	50539808
Q6DHT6	50539812
Q6DHT7	50539822
Q6DHT9	50539826
Q6DHU1	50539820
Q6DHU2	50539824
Q6DHU3	50539834
Q6DHU4	51011053
Q6DHU6	60097916
Q6DHU7	50539838
Q6DHU9	50539836
Q6DI01	50539738
Q6DI02	52218866
Q6DI05	50540422
Q6DI07	50540426
Q6DI10	50540428
Q6DI11	41055716
Q6DI12	41054762
Q6DI13	50355968
Q6DI14	50540430
Q6DI16	50540432
Q6DI20	50540434
Q6DI21	41152350
Q6DI22	51011113
Q6DI23	50540436
Q6DI25	50540508
Q6DI26	41053887
Q6DI31	50539710
Q6DI32	47550813
Q6DI35	50540512
Q6DI38	50539700
Q6DI40	50540514
Q6DI42	51011117
Q6DI46	18858433
Q6DKF0	55925450
Q6DKF1	50539676
Q6DKF5	50233773
Q6DKF6	50539680
Q6DKF7	50539674
Q6DN89	51871619
Q6DRB2	53292621
Q6DRB4	51468028
Q6DRB5	38488751
Q6DRB9	51468037
Q6DRC0	51468022
Q6DRC1	51468014
Q6DRC2	51467884
Q6DRC3	41056129
Q6DRC4	41055906
Q6DRC5	51468004
Q6DRC7	51467892
Q6DRC9	41054645
Q6DRD0	51467905
Q6DRD1	51467909
Q6DRD5	50539970
Q6DRD7	51468006
Q6DRD8	41055662
Q6DRD9	51972289
Q6DRE5	41054986
Q6DRE7	51467996
Q6DRE8	51468002
Q6DRF1	51467998
Q6DRF3	51468069
Q6DRF4	52317098
Q6DRF7	47087057
Q6DRF8	68382655
Q6DRG4	50539702
Q6DRH6	55742501
Q6DRH9	51467980
Q6DRI0	54144467
Q6DRI1	41053531
Q6DRI2	53292609
Q6DRI5	68356630
Q6DRI6	38707995
Q6DRI9	66730571
Q6DRJ2	41055038
Q6DRJ4	50344735
Q6DRJ5	47085957
Q6DRK7	68355222
Q6DRK9	41055072
Q6DRL3	41055048
Q6DRL4	51468063
Q6DRL6	50233897
Q6DRL7	51011037
Q6DRL8	68433622
Q6DRM0	51010917
Q6DRM1	51010911
Q6DRM3	51467968
Q6DRM3	68354500
Q6DRM4	50838826
Q6DRM7	50838828
Q6DRM9	47086417
Q6DRN0	50838814
Q6DRN1	50838818
Q6DRN5	50838820
Q6DRN8	46309543
Q6DRN9	51467964
Q6DRP1	50344974
Q6DRP3	50838798
Q6DRP5	50878289
Q6DRP6	47085807
Q6DRP7	50539692
Q6DRP9	50539672
Q6DRQ0	68361630
Q6DRQ1	50539670
Q6DSU3	45387803
Q6DUF5	45387769
Q6E2N3	50838816
Q6E2N4	50878285
Q6E5N7	50539668
Q6EEF2	49227698
Q6EF98	51491872
Q6EFA1	51467917
Q6EGR9	41055377
Q6EIY6	51467961
Q6EIY7	51467953
Q6EV30	51571911
Q6EV31	51571913
Q6EV32	51571909
Q6EV75	51467976
Q6EWH0	99028938
Q6EWH1	61651696
Q6F3Q9	55742634
Q6F3R0	55742632
Q6GMF8	50345116
Q6GMF8	68373730
Q6GMF9	50344992
Q6GMG2	50345006
Q6GMG3	50345002
Q6GMG4	50345010
Q6GMG4	68387860
Q6GMG4	68387863
Q6GMG6	50345024
Q6GMG7	50345038
Q6GMH0	50345066
Q6GMH1	50345058
Q6GMH4	45387615
Q6GMH5	50345074
Q6GMH7	50345080
Q6GMH8	50345078
Q6GMH9	50345092
Q6GMI0	50345096
Q6GMI2	50345102
Q6GMI3	50233771
Q6GMI5	50345108
Q6GMI6	50345110
Q6GMJ0	50345112
Q6GMJ3	50344996
Q6GMJ7	50345004
Q6GMK0	50345020
Q6GMK1	50345018
Q6GMK3	50345042
Q6GMK4	47086501
Q6GMK5	50345022
Q6GMK5	68404310
Q6GMK7	50345052
Q6GMK7	68402587
Q6GMK7	68402596
Q6GMK8	50345050
Q6GML0	50345040
Q6GML2	50345056
Q6GML3	50345054
Q6GML4	50345070
Q6GML6	50345082
Q6GML6	68384476
Q6GML7	50345084
Q6GMM0	50345086
Q6GMM1	50345090
Q6GMM2	50345088
Q6GQL6	50345098
Q6GQL7	55925458
Q6GQL8	50345100
Q6GQM1	50345118
Q6GQM2	50344994
Q6GQM3	56118658
Q6GQM4	50345012
Q6GQM5	50345016
Q6GQM7	50345032
Q6GQM8	50345028
Q6GQM9	51467931
Q6GQN0	50345046
Q6GQN1	50345036
Q6GQN5	50345064
Q6GQN6	50345072
Q6GQN7	50345076
Q6I6N0	68436079
Q6I6N2	50344850
Q6IEC9	55742150
Q6IMK3	55742336
Q6IMW5	50344806
Q6IMW6	50344812
Q6IMW7	56118789
Q6IMW8	50344810
Q6IMW9	50344808
Q6IMW9	68354986
Q6IQ56	50344816
Q6IQ57	50344818
Q6IQ61	50344820
Q6IQ63	50344822
Q6IQ64	50344824
Q6IQ66	50344826
Q6IQ68	50344828
Q6IQ69	50344830
Q6IQ69	68361704
Q6IQ70	50344832
Q6IQ71	50344834
Q6IQ75	47087049
Q6IQ77	50344838
Q6IQ78	50344840
Q6IQ79	47086507
Q6IQ86	50344848
Q6IQ88	50344852
Q6IQ89	50344854
Q6IQ91	50344856
Q6IQ92	50344858
Q6IQ94	41393101
Q6IQ95	50344860
Q6IQ96	50344862
Q6IQA1	56118787
Q6IQA5	41054355
Q6IQA6	50344866
Q6IQA7	47086883
Q6IQB0	41152256
Q6IQB1	50344868
Q6IQB2	57770454
Q6IQB3	50344870
Q6IQB5	50344872
Q6IQC3	50344876
Q6IQC5	50344878
Q6IQC6	50344880
Q6IQC7	50344882
Q6IQC7	68433620
Q6IQC7	68433628
Q6IQD0	50878269
Q6IQD2	50344886
Q6IQD2	68382592
Q6IQD2	68382594
Q6IQD2	68430942
Q6IQD2	68430944
Q6IQD4	50344888
Q6IQD5	50344890
Q6IQD6	50344892
Q6IQD7	50344894
Q6IQD9	50344896
Q6IQE0	50344898
Q6IQE1	48976047
Q6IQE2	41053941
Q6IQE3	50344900
Q6IQE4	57770503
Q6IQE5	50539666
Q6IQE6	50344902
Q6IQE7	41056017
Q6IQE9	53292605
Q6IQF1	47087646
Q6IQF3	50344904
Q6IQF6	50344906
Q6IQF8	57770489
Q6IQG1	50344908
Q6IQG2	50344910
Q6IQG4	50344914
Q6IQG9	83025088
Q6IQH0	50080160
Q6IQH2	50344916
Q6IQH2	68363434
Q6IQH4	50344918
Q6IQH6	50344920
Q6IQH9	50344924
Q6IQI0	50344926
Q6IQI1	50344928
Q6IQI2	47086247
Q6IQI3	50344930
Q6IQI4	50344932
Q6IQI6	50344934
Q6IQI7	55926092
Q6IQI9	50344936
Q6IQJ1	48926637
Q6IQJ2	68402694
Q6IQJ3	50344938
Q6IQJ7	50344792
Q6IQK0	50344796
Q6IQK2	50344798
Q6IQK3	50344800
Q6IQK5	50344804
Q6IQK6	50344940
Q6IQK7	50344942
Q6IQK8	50344944
Q6IQL0	47086319
Q6IQL2	50344946
Q6IQL3	50344948
Q6IQL4	50344950
Q6IQL6	57770449
Q6IQL7	50344784
Q6IQM3	50344952
Q6IQM5	50344954
Q6IQM7	41055492
Q6IQM8	50344956
Q6IQM9	48762662
Q6IQN5	50344776
Q6IQN6	50878271
Q6IQN9	48762660
Q6IQP1	50344778
Q6IQP2	50344780
Q6IQP4	50344960
Q6IQP5	48762657
Q6IQP6	50344962
Q6IQP8	47086973
Q6IQP9	50344964
Q6IQQ0	50344966
Q6IQQ0	68404090
Q6IQQ0	68404101
Q6IQQ7	50344772
Q6IQQ8	50344774
Q6IQR0	50344968
Q6IQR1	41054025
Q6IQR5	50344970
Q6IQR6	50344972
Q6IQR8	50344766
Q6IQR9	68436549
Q6IQS0	41152448
Q6IQS1	50344768
Q6IQS4	55926109
Q6IQS6	50344770
Q6IQT1	47086531
Q6IQT3	50344762
Q6IQT5	41053692
Q6IQT6	50344746
Q6IQT6	68393178
Q6IQT7	50344733
Q6IQT8	41282167
Q6IQT9	47086843
Q6IQU0	50344748
Q6IQU2	50344752
Q6IQU5	47085789
Q6IQU8	50344980
Q6IQU9	50344982
Q6IQV1	24371278
Q6IQV2	18858869
Q6IQV5	110626157
Q6IQV6	57770510
Q6IQW1	18858339
Q6IQW8	50344814
Q6IQW9	50344874
Q6IQX0	50344988
Q6IQX1	50512294
Q6IQX2	48762667
Q6IR48	50344986
Q6IS19	33504549
Q6IS20	48374079
Q6IVV9	50539688
Q6IVW2	50539694
Q6IWJ1	49227631
Q6IWP4	49227644
Q6IYC9	51556257
Q6IYD1	48926641
Q6IYD1	68361368
Q6IYD9	55742529
Q6J0N1	56605942
Q6J2R6	50080168
Q6J514	48597006
Q6JAN2	61651682
Q6JIZ2	49227661
Q6JT77	49227529
Q6JUU0	47086209
Q6JWU7	50080158
Q6JWU8	50300477
Q6JWU9	50080166
Q6JWV8	66472846
Q6JWW1	49227673
Q6K195	54261749
Q6K196	47085969
Q6K197	49227602
Q6K198	114326269
Q6KB53	51467944
Q6KB61	51467942
Q6KC03	68373386
Q6KC05	68420479
Q6L8F3	48597009
Q6NSM5	47551321
Q6NSM6	47551327
Q6NSM9	49274625
Q6NSN1	47551343
Q6NSN2	47575847
Q6NSN3	41387118
Q6NSN5	47551341
Q6NSN6	47551331
Q6NSN6	68357754
Q6NSN7	56797737
Q6NSN8	47551335
Q6NSN9	47551329
Q6NSP0	47551339
Q6NSP1	68363430
Q6NSP2	47551337
Q6NTA7	47085705
Q6NTE5	47086043
Q6NTH9	47086931
Q6NTI0	41055904
Q6NTI0	68373471
Q6NTI1	47086971
Q6NTI2	56090164
Q6NUT4	47086087
Q6NUT6	47086023
Q6NUT8	47550769
Q6NUT9	47086053
Q6NUU1	47550767
Q6NUU6	47085979
Q6NUU8	47086089
Q6NUV1	47086095
Q6NUV6	47086033
Q6NUW4	47086113
Q6NUW9	47086121
Q6NUX0	47550771
Q6NUX2	47086125
Q6NUX4	47086915
Q6NUX6	47086919
Q6NUX7	47086921
Q6NUX9	55742482
Q6NUY0	47086929
Q6NUY1	47085945
Q6NUY4	41054906
Q6NUY6	41054277
Q6NUY9	47271390
Q6NUZ1	55926115
Q6NUZ2	47086083
Q6NUZ3	47550699
Q6NUZ4	47086101
Q6NUZ5	47550773
Q6NUZ6	47086109
Q6NUZ7	47086025
Q6NV01	47086045
Q6NV02	47550763
Q6NV03	47086111
Q6NV04	41054832
Q6NV05	47086421
Q6NV06	47550777
Q6NV07	46358340
Q6NV09	41054485
Q6NV10	47086925
Q6NV11	47085947
Q6NV13	41055498
Q6NV19	41054559
Q6NV21	41053951
Q6NV23	47086951
Q6NV24	47086953
Q6NV25	55742575
Q6NV26	27545219
Q6NV28	68373066
Q6NV28	68373069
Q6NV33	46358344
Q6NV35	46358337
Q6NV36	38708009
Q6NV37	68355980
Q6NV38	47085815
Q6NV39	47085827
Q6NV40	47085835
Q6NV41	47085841
Q6NV43	23308637
Q6NV44	32996705
Q6NV45	46358335
Q6NV45	68444783
Q6NVA6	47086015
Q6NVC4	55742472
Q6NVC8	50355958
Q6NVC9	47086107
Q6NVI5	45387631
Q6NVI5	68354484
Q6NVI6	47086803
Q6NVJ4	47085733
Q6NW49	47086543
Q6NW50	47086207
Q6NW51	47086165
Q6NW52	47086197
Q6NW56	46195759
Q6NW60	47086717
Q6NW63	18858739
Q6NW64	47086175
Q6NW65	47086159
Q6NW69	47086161
Q6NW71	47086155
Q6NW72	47086205
Q6NW73	47085949
Q6NW80	47086191
Q6NW81	47086491
Q6NW82	47086177
Q6NW85	47086193
Q6NW89	47086157
Q6NW90	38488747
Q6NW91	47086163
Q6NW92	47086187
Q6NW93	47085741
Q6NW94	41054699
Q6NW95	47086151
Q6NW98	47086031
Q6NWA0	49227384
Q6NWA1	41053750
Q6NWA2	41053818
Q6NWA5	47086153
Q6NWA8	45387639
Q6NWB2	47086147
Q6NWB6	47086167
Q6NWB9	47086149
Q6NWC1	47777306
Q6NWC3	47086117
Q6NWC4	68432801
Q6NWC8	47086189
Q6NWC9	51571905
Q6NWD2	47086923
Q6NWD3	68397579
Q6NWD9	41054353
Q6NWE3	48762654
Q6NWE6	41053443
Q6NWF0	47086169
Q6NWF0	68393164
Q6NWF1	41054647
Q6NWF2	47086663
Q6NWF3	47085967
Q6NWF5	45387621
Q6NWG0	50878273
Q6NWG7	47271382
Q6NWH1	112181299
Q6NWH2	47086029
Q6NWH2	68436377
Q6NWH8	47086839
Q6NWH9	47086145
Q6NWI0	52353322
Q6NWI1	47086119
Q6NWI4	47086465
Q6NWI5	47086185
Q6NWI6	47086199
Q6NWI8	47086181
Q6NWJ2	47086139
Q6NWJ5	41055710
Q6NWJ8	47086583
Q6NWK1	47086649
Q6NWK2	47086877
Q6NWK3	68442543
Q6NWK7	68402816
Q6NWK9	47086179
Q6NWL1	47086173
Q6NWL2	47086817
Q6NWX3	47086211
Q6NWX4	50726892
Q6NWX6	46048169
Q6NWX7	47086239
Q6NWY1	47550691
Q6NWY2	46195777
Q6NWY3	47086237
Q6NWY4	47086231
Q6NWY5	47550731
Q6NX00	47086805
Q6NX01	47085989
Q6NX05	47086223
Q6NX06	41393115
Q6NX08	41054669
Q6NX10	47550717
Q6NX86	42476233
Q6NX89	47085971
Q6NX90	47550759
Q6NX92	47085965
Q6NX94	47085963
Q6NX95	41054363
Q6NX96	47086489
Q6NX98	41152472
Q6NX98	68357626
Q6NXA1	47086521
Q6NXA2	47085975
Q6NXA3	47086579
Q6NXA5	47086577
Q6NXA6	46195771
Q6NXA7	47550721
Q6NXA8	47086235
Q6NXB1	47086215
Q6NXB5	47086245
Q6NXB9	47086229
Q6NXC0	68402466
Q6NXC1	47086959
Q6NXC3	47086217
Q6NXC6	56090170
Q6NXC9	47086219
Q6NXD0	47086221
Q6NXD3	54606890
Q6NXD6	47086213
Q6NXD7	47086057
Q6NXD8	47086747
Q6NY18	57526745
Q6NY23	47086301
Q6NY24	47086305
Q6NY25	41054770
Q6NY28	40548320
Q6NY28	68405736
Q6NY31	47550723
Q6NY32	47086773
Q6NY33	38488743
Q6NY34	47550787
Q6NY39	55742057
Q6NY40	41055618
Q6NY41	47086285
Q6NY42	47086967
Q6NY44	47086295
Q6NY47	47086293
Q6NY48	47086279
Q6NY50	114703730
Q6NY52	47086655
Q6NY56	47086281
Q6NY57	41054623
Q6NY58	47085839
Q6NY62	68226724
Q6NY63	47086275
Q6NY64	47086277
Q6NY65	55742589
Q6NY67	47550765
Q6NY68	41055680
Q6NY69	47086669
Q6NY73	47086287
Q6NY77	47086297
Q6NY78	47086687
Q6NY81	47086289
Q6NY82	47086955
Q6NY85	47086947
Q6NY87	47086291
Q6NY92	47086697
Q6NY94	47086509
Q6NY95	47085821
Q6NY96	47086641
Q6NY97	47550753
Q6NY99	45433537
Q6NYA1	47086935
Q6NYA3	18859201
Q6NYA4	47086553
Q6NYA5	47086571
Q6NYA9	50233906
Q6NYB0	47086749
Q6NYB3	41393103
Q6NYB4	41282159
Q6NYB4	68438175
Q6NYD1	41387162
Q6NYD1	68441583
Q6NYD1	68441585
Q6NYD2	47086585
Q6NYD5	45433524
Q6NYD6	47086269
Q6NYD8	41393165
Q6NYE1	47086505
Q6NYE1	68354056
Q6NYE3	47086263
Q6NYE4	47086273
Q6NYE7	47086259
Q6NYE8	41056185
Q6NYE9	47086261
Q6NYF0	47086267
Q6NYF2	47086677
Q6NYF5	41054187
Q6NYF7	47086943
Q6NYG0	47086949
Q6NYG2	47086265
Q6NYG4	47086271
Q6NYG6	49227351
Q6NYG8	47086253
Q6NYH0	76253883
Q6NYH1	47086255
Q6NYH5	46559752
Q6NYH7	47086957
Q6NYI0	41055700
Q6NYI5	47085819
Q6NYI8	41055884
Q6NYI9	41054928
Q6NYJ0	47086941
Q6NYJ1	47086763
Q6NYJ2	47086939
Q6NYJ5	41054427
Q6NYJ7	47550797
Q6NYJ8	41053995
Q6NYJ9	46559756
Q6NYK0	47086977
Q6NYK1	47086027
Q6NYK2	41387174
Q6NYK4	41056121
Q6NYK6	47086035
Q6NYK7	47086729
Q6NYK8	46559754
Q6NYL2	47086433
Q6NYL3	46309503
Q6NYL4	46309491
Q6NYL6	46309527
Q6NYL7	41055898
Q6NYL9	46309505
Q6NYM1	46309525
Q6NYM2	35902843
Q6NYM4	47085823
Q6NYM6	47085825
Q6NYM8	46309541
Q6NYM9	47085833
Q6NYN3	47087651
Q6NYN4	46309531
Q6NYN6	47086701
Q6NYN7	46309517
Q6NYN9	50080175
Q6NYP0	46309563
Q6NYP6	47271364
Q6NYP8	46309537
Q6NYQ0	49274617
Q6NYQ1	41152002
Q6NYQ2	46309469
Q6NYQ7	47550793
Q6NYR3	46309535
Q6NYR5	47086859
Q6NYR6	41055882
